text,labels
" I we will PICK UP SOME CONDOMS IF you want to HAVE FUN I we will BUY you A 50 DOLLAare CARD ($50 bucks? So Dennis apparently has this down to a fine art. Pay the kid and she won't dare tell on you. Something you  picked up overseas, Dennis?)",1
we will you use it?,1
I don't know ,1
i we will  just make some moves on you,1
my mom forwards it to here cell wen she is gon,1
nope not seducing u,1
i am sorry baby,1
awww me to,1
isnt that how you do it,1
have a few kids of your own,1
are you a cop,1
my dad sent me a web cam though and mom broke it with a hammeare and scremed at me,1
what are you  wearing not,1
you  see my pic,1
were did you go again,1
i can't this week,1
you look good to me,1
how we will i no your  there,1
make you feel great,1
"ok hold on i am going to map,to see how long",1
" shoot brb, potty ",1
ok i see,1
theres payphones sexy,1
I found some lingerie for you  to wear when I take your photos,1
I'm sorry I won't ask anything anymore,1
how long have you lived here?,1
it'll be oyour  little secret,1
I kept thinking about you,1
i am going to wear black shorts with a raiders grey sweeteare if not look for me around there i have t,1
i can wait to get one real,1
i just want to see you,1
i did not get the last message,1
no one else we will be here,1
are you home now?,1
i can't stay long tho,1
i love the heat,1
like i say if you  don't like me just let me know and i live,1
you  have a nice but,1
won't if you don't tell her,1
I have one all padded but I like the bed or floor better,1
what color short and tank,1
no i am not going to lie to you,1
how much do you  weight,1
maybe finger your tight pussy and ass,1
what time would be good for you,1
what do you  do online,1
before school or after,1
or would you  just rather fuck,1
are you  wet,1
she had it done?,1
what you  mean if i can stay longer,1
so i am going to do a few things and then get ready,1
what is the email addy,1
" i would like to massage your naked body sometime though(Well, can't clai am that it was just going to be an innocent massage now, can you  Danny?)",1
"I would volinteare myself,. but,.",1
ok hey how about if we see aechothere tomorrow,1
can you  touch it for me,1
so they leave non SAT?,1
I really can't but can make you  feel good,1
like i say i am going to prettend like if i am looking for a adrees,1
so your  parents are divorced ?,1
what if you liked it alot?,1
"are you  sure no one we will come home,",1
well it would be nice to hear your voice,1
not by a guy?,1
can't you get it,1
do the guys play with you  at school,1
so jess tell me about your  self.,1
I love the outdoors,1
all my pics are there,1
well you said you had your  tongue pierced,1
" so, are you  seriously what me to come over",1
" so, you're a virgin?",1
hello baby doll,1
bored gettin ready to find sex thing to do,1
ok so give me your address so i can map it,1
" i'm not wanting that, but i like it",1
what if i wear you out?,1
how tall are u,1
do you  have a nice swim suit,1
what you have that looks good?,1
is not that are you  out of school,1
i love you too,1
what about your  older bros and sis?,1
love you to,1
i can't figure out what you think about me,1
i am sure baby,1
what do you wnat me to wear?,1
" so what happened , your mom thought somethin was up?",1
she had fun I was nude,1
i we will do it real gentle,1
you  have more pic,1
i will talk to you  tommorow for sure,1
i think i  might just go to bed now,1
so wats your  sign,1
and you  don't have to worry about that,1
hi baby i hope school was good today baby love you  mike,1
"if i go you can call anytime,ok",1
what are you  going to wear,1
think i we will  go get sum mikes,1
want to lose your virginity?,1
i have lots,1
i will buy you some,1
and stick my tounge all the way inside your pussy,1
hey about if you give me you  phne # so i can call you sexy,1
want to get picked up?,1
well have to talk later,1
i just want to make you feel so them good,1
no i don't want to be outside,1
do you drink beer?,1
i know were that is,1
you you said you were like 30 something,1
go luck on your test,1
ok then I we will be there at 10 laugh,1
how many times you want it?,1
have you  ever played with you are self??,1
I would not show you  off,1
i don't know were you  live,1
not close at all,1
can I shave it for you???,1
i was teasin you that you could be lying,1
my moms supposed to call me at like 5,1
wish you  were in my arms right now,1
i won't wear any of them,1
i am not a cop,1
because i am all nervous,1
what else should i bring,1
do you  like to be massaged,1
 lemme find the phone and be sure my parents arent around laugh,1
they will be off you within 30 minutes laugh,1
i call them,1
have any body lick your pussy before,1
I like to make you  smile,1
get your nipples nice and hard,1
want my phone number,1
i am kinda scared,1
i can do that i alreddy do it some,1
ever given a blow job?,1
what do you want to see???,1
how long we will you have?,1
kool i like that too,1
now you want me to huh laugh,1
tight jeans ?,1
or you  won't like that,1
would you know what to do with a 7 inch cock?,1
that i'm coming over,1
do you alwyous work the same hoyours,1
you that soudns kewl,1
i know you will,1
I we will do anything you  want me to do,1
are you close to me,1
have a good day tomorrow!,1
ok that  might be good,1
what about the ,1
laugh ok what time ?,1
just trying to find something to get into,1
cries of pleasure laugh,1
itll cum naturally,1
i didn't like St Louis at all,1
 you your  icky ,1
wheres your  dad,1
talk to me later tonight if you  can,1
but i don't watn to meet you until i can c your  pic ok,1
i love that,1
putting in my mind you  laying out naked for me,1
did you get my message,1
laugh sorry for all the offlines,1
i don't know yet,1
your hot,1
truth ready?,1
what were you  doing???,1
i am sorry idid not get the last message,1
you're the girl,1
then i won't no unless your  carrying like a big teddy bear or something,1
tomorrow you will lose your virginity,1
how can you be sure?,1
i am going to carry you inside your house and kiss you baby and don't let you go,1
porn? ,1
your  smiling laugh,1
i think i'm gonna play it,1
hey i got to log off for a bit,1
just a blow job,1
whenever you  want to,1
or go to my place?,1
i wish i can call you too baby,1
i do have a whole day with you,1
you still will want to make out with me,1
if you say so i am only asking you  where you  want to feel it that is all,1
" if you  wore pink , pyourple , blue or any color panties and a guy sees them it makes hi am crazy for you  ",1
"you  don't mind if i rub your p,,y",1
i am sorry i havent benn on lately,1
why not we are just talking on the comp theres no reason to be shy,1
your  parents strict huh?,1
what time do you go to bed,1
I do like your shape and looks,1
would you  like me to jack off for you  and cum all over your breasts,1
well i guess we can't meet right after school now but may be we can figure something out,1
lets just say most guys do,1
then tell me what you were gonna do,1
i kinda think its to big,1
i will knock you  let me in,1
" no , you just happen to be talking to me and I liked talking to you  ( He liked WHAT? The fact that I let hi am continue and didn't put hi am on ignore? )",1
poor girl all alone,1
there is a lot you know,1
that is like a double standard isnt it?,1
i love that game,1
i don't know this almost souds kinda like cybering,1
hope they don't chase me out with a broom,1
if i don't i will call you tomorrwo when they leave k?,1
why do you want me to call?,1
k what color do you have,1
"oh ok,if you  see me on say hi",1
" so, when we will i hear from you  again",1
are you talkin when she is out of town or before that,1
so do you think like around 6?,1
so what are u,1
hope you enjoy it,1
merry christmas baby i love you  ok,1
meery christmsas mike,1
"not sure yet,no plan yet",1
do you have a kid or somthing?,1
then they get mad when i don't want to do it,1
i would love to walk along the beach with you  hand in hand ,1
 i give a good massage,1
 ok well you have alot to learn about guys then I guess,1
i don't think i could do that,1
call me ?????,1
to confirm that you  want me to come by,1
what is that?,1
i meant where in LA did you lve?,1
could happen alot if we do,1
anything i can do,1
i am jsut a sweet young lady your  probably gonna lectyoure about waiting until i got married,1
