text,labels
"If we are truly the greatest country in the entire fucking world, then why in fucking hell do we have republican controlled Supreme Court, which can influence who becomes president only if their is a tie in the presidential election as well as the fact that our free market is completely owned by big business. Gentleman and ladies if this country was so great we would not have a 9 trillion dollar debt, a failing dollar, a failing economy, and we would be a free nation except the patriot act, RFID act, and Rendition among other violations have hinder this free nation. If we are so free, then why do we have rendition to take suspected or compltely innocent Americans and locked them up and torture them in till the confessed to a crime they did not commit. This is the only beginning yet in mind is signals the end of the end as our nation is fixing to collaspe just like the Roman Empire.",0
Hmmm.but you should give it on one day..,0
I don't want to get in trouble,1
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,0
"ooohh,  your onto something there!  How about a Puerto Rican James Bond and the Bond girl is his sister that all the villains are trying to sleep with hence forth the plot.",0
skin is right here?,1
that is the last thing i see,1
not by a guy?,1
only saw 3,1
then they get mad when i don't want to do it,1
"Since Obamas win the other night, the press has basically called him the winner...now I am an Obama supporter..however I do know that the press, cable news (fox news lol)..has done whatever they could to antagonize his aspirations.  so with that being said  does anyone think that Obama is being setup, calling him the winner, making Hillary the underdog  with the upcomming primaries, the hillary turnout could possibly be tremendous enough to put the spotlight back on her and give her momentum again. Afterall, they are still shy a few superdelegates to clinch the nomination. Giving her enough momentum into the following primaries to plead her case.   Does anyone else besides me think that is in the realm of possibility?",0
Thanks for sending this mental ability question..,0
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,0
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,0
yea being sick sucks,1
so you never told me your  last name,1
what have you done,1
Ok lor thanx... ÌÏ in school?,0
Shant disturb u anymore... Jia you...,0
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",0
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,0
hw big are your tits,1
Where u been hiding stranger?,0
k thatd b cool,1
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",0
U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u,0
" Maybe you are right, I think they won't get a warm welcome in Iran if they fail to keep Basra. The ISF need to seal the border completely and we are needed there to help them..",0
to jerk off to,1
i did not no what you ment,1
"If I were the teacher, I would tell them I just created a MASSIVE project for them out of thin air. Anyone who tells me who took the money gets an automatic 100 and doesn't have to do it.",0
"then I'd slowly unbutton your blouse,.",1
you been to L.A.?,1
you  know your 1st time we will hurt,1
i won't tell me in wich way i am scaring you  sexy,1
"When your bored on campus what really gets your mood going in the right direction? Is it good old fashioned reefer, or is it the liquer that fucks you up quicker?",0
K then 2marrow are you coming to class.,0
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,0
i am gonna get in the shower i guess let me know if your  coming or not,1
Its a part of checking IQ,0
        Get a clue about what?Your denzel sucks opinion is based on nothing why does he suck in your opinon?Name one movie he has gave a bad performence in?,0
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0
maybe we should hook up and i could fuck you  in the ass,1
2 laptop... I noe infra but too slow lar... I wan fast one,0
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,0
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,0
"I'm going to see this. I loved this show until Dumulderchovny stopped being a regular. After that it seemed like it was imitating itself. This movie is supposed to be a standalone piece, and I'm down with that. Perfect matinee film. Dark Knight gets the $10 bill. (-;  P.S. Gillian's looking good, again. A few years back they ran a pic of her when she was living in London (is she still?) and she was looking gaunt. Nasty!",0
" should they get there money back, faith healers useally ask for large donation. This is how people like benny hinn has some 100 million dollars.If ur a conartist wether ur a pastor of a churhc or not that shouldnt matter .",0
ÌÏ collecting ur laptop then going to configure da settings izzit?,0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
"The truth is nothing is suppose to be in the breifcase. It's up to the viewer what is it in the case. Tarantino and Avary didn't know what to put in the case since they thought the diamonds from the heist in Reservoir Dogs wasn't original enough.    Also what religious text does it say the Devil takes the soul from the back of the neck? Rhames just had a scar on the back of his neck, and Tarantino being the perfectionist he is, didn't want the scar on screen. Hense the band-aid, and this is backed up by Tarantino himself.    The rest are just theories.",0
you like that,1
I like to think there's always the possibility of being in a pub later.,0
british teachers are hilarious,0
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,0
"eating your pussy,",1
baby pls be online,1
"ALL WRONG! HeHeHeHeHeHeHe!! It's Elvis' gold suit. Duh, even I knew that!",0
ok i am just checkin,1
What's ur pin?,0
It's justbeen overa week since we broke up and already our brains are going to mush!,0
 Is that sarcasm?,0
so you want me to come,1
U meet other fren dun wan meet me ah... Muz b a guy rite...,0
   If you vote locally alot more would get done. Voting nationally doesn't make any sense.,0
where you live btw?,1
So u workin overtime nigpun?,0
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0
I thought he was pretty good in Candy.,0
Well if I'm that desperate I'll just call armand again,0
can i take pic of you naked,1
Hello madam how are you ?,0
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0
i don't know  i want you,1
that you  can only experience it,1
" you know, I watch your  pics a thousand times today",1
Raviyog Peripherals bhayandar east,0
wonderful pics,1
i don't want you  to do anything you  doint want to do either,1
JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,0
I remain unconvinced that this isn't an elaborate test of my willpower,0
I'm in a movie. Call me 4 wat?,0
Come by our room at some point so we can iron out the plan for this weekend,0
or you  waiting for me,1
so are you  still will scared about me putting my dick in you,1
if somone else had an emergensy,1
meet me on the beach (And he wants to meet. What a fuck o.),1
you are so young,1
Then we wait 4 u lor... No need 2 feel bad lar...,0
and porn mags from a store a worked at,1
coz your  my sweethearts,1
you don't even really no me,1
Are you driving or training?,0
you have good skin?,1
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0
you can give it to me again,1
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,0
"Dood... WTF??!?! Â  This is another reason why, when I have kids, they will go to private schools.",0
"but really, how many other offers does this shit actor have on the table? The world need not see any more Paul Walker films after F&F IV...let him fade...please   http://moviesblog.mtv.com/2008/10/02/paul-walker-on-why-he-retur ned-for-fast-and-furious-money-actor-says/",0
